age,education,occupation,hours_per_week,marital_status,gender,capital_gain,capital_loss,high_income
49,HS-grad,Blue-collar,50,Married,Male,9185.743214090953,0.0,1
56,HS-grad,White-collar,32,Married,Female,0.0,115.62435855364191,1
63,Masters,Sales,24,Separated,Female,0.0,0.0,1
46,Masters,Professional,47,Separated,Female,0.0,0.0,1
79,Doctorate,White-collar,43,Married,Male,0.0,0.0,1
79,HS-grad,Professional,28,Married,Male,0.0,0.0,1
74,HS-grad,Professional,32,Divorced,Male,1692.4808850723969,0.0,1
33,Bachelors,Sales,31,Separated,Male,0.0,0.0,1
73,Masters,Service,32,Never-married,Male,0.0,0.0,1
27,Bachelors,White-collar,36,Separated,Female,0.0,0.0,1
47,Masters,Professional,37,Separated,Male,5068.3664590468825,0.0,1
42,Some-college,Sales,33,Married,Male,0.0,0.0,1
22,Some-college,Blue-collar,32,Married,Female,0.0,250.2414080605609,1
82,HS-grad,Blue-collar,37,Separated,Male,0.0,0.0,1
66,HS-grad,Blue-collar,41,Widowed,Male,0.0,131.5500776454218,1
20,Bachelors,White-collar,36,Widowed,Male,0.0,1102.3725230032983,1
62,Masters,Blue-collar,51,Separated,Male,0.0,1521.2065372655868,1
31,Some-college,Professional,45,Widowed,Female,0.0,0.0,1
47,Bachelors,White-collar,24,Separated,Male,0.0,0.0,1
85,HS-grad,White-collar,45,Married,Female,0.0,0.0,1
35,Some-college,White-collar,46,Married,Male,0.0,0.0,1
79,Some-college,Service,35,Married,Female,0.0,0.0,1
54,Bachelors,Blue-collar,25,Never-married,Female,0.0,0.0,1
42,Masters,Professional,40,Married,Male,0.0,0.0,1
65,Bachelors,Professional,39,Married,Female,0.0,0.0,1
82,Bachelors,White-collar,28,Separated,Female,0.0,0.0,1
70,Assoc,White-collar,25,Widowed,Female,0.0,0.0,1
32,Some-college,Sales,39,Widowed,Male,0.0,0.0,1
66,Some-college,Service,37,Married,Female,0.0,0.0,1
85,Bachelors,Service,35,Married,Female,0.0,0.0,1
29,Some-college,Sales,39,Married,Female,0.0,0.0,1
76,HS-grad,Blue-collar,28,Separated,Male,0.0,0.0,1
54,HS-grad,White-collar,35,Separated,Male,0.0,0.0,1
78,HS-grad,Professional,45,Separated,Female,4465.355646493993,0.0,1
60,Bachelors,White-collar,36,Widowed,Female,0.0,0.0,1
87,Some-college,Sales,23,Never-married,Male,0.0,0.0,1
56,Masters,Blue-collar,35,Widowed,Female,4869.85877469392,0.0,1
73,Bachelors,Professional,29,Separated,Male,923.4132728448146,0.0,1
80,Bachelors,White-collar,42,Divorced,Female,0.0,0.0,1
63,Bachelors,White-collar,43,Never-married,Female,0.0,0.0,1
28,Bachelors,Service,23,Married,Male,1623.4113412176177,0.0,1
79,Masters,White-collar,47,Widowed,Male,1688.973785377716,0.0,1
42,Some-college,Blue-collar,28,Never-married,Female,0.0,0.0,1
88,Bachelors,Blue-collar,55,Divorced,Male,0.0,40.149779998717584,1
69,Bachelors,White-collar,39,Never-married,Female,0.0,1449.631421018943,1
21,Masters,Sales,27,Widowed,Female,0.0,0.0,1
76,Some-college,Blue-collar,28,Separated,Male,0.0,0.0,1
89,HS-grad,White-collar,43,Married,Female,0.0,0.0,1
37,HS-grad,Service,36,Separated,Female,0.0,0.0,1
80,Masters,Professional,39,Separated,Male,4605.840064640847,0.0,1
71,HS-grad,Professional,56,Widowed,Female,0.0,0.0,1
74,Bachelors,Blue-collar,33,Separated,Female,0.0,0.0,1
58,Doctorate,Blue-collar,40,Separated,Female,0.0,0.0,1
20,Masters,Other,54,Widowed,Female,17976.37736151444,0.0,1
23,Masters,Sales,42,Widowed,Male,0.0,1000.9569191998098,1
22,Doctorate,Service,23,Divorced,Female,0.0,0.0,1
22,Masters,Blue-collar,45,Separated,Female,0.0,0.0,1
71,Bachelors,Blue-collar,28,Never-married,Female,0.0,0.0,1
64,HS-grad,Sales,54,Married,Female,0.0,0.0,1
66,Bachelors,White-collar,31,Married,Male,15402.9173288075,0.0,1
26,Bachelors,Service,69,Widowed,Male,0.0,0.0,1
37,Masters,White-collar,54,Widowed,Male,0.0,0.0,1
78,Some-college,White-collar,32,Divorced,Female,0.0,0.0,1
52,Assoc,White-collar,40,Separated,Female,0.0,0.0,1
67,Masters,Sales,47,Widowed,Male,0.0,0.0,1
79,Bachelors,White-collar,47,Widowed,Male,0.0,2971.303043442351,1
34,Bachelors,Professional,44,Married,Female,0.0,0.0,1
20,Some-college,Blue-collar,52,Separated,Male,0.0,0.0,1
49,Masters,White-collar,38,Divorced,Female,0.0,3543.403416565092,1
30,Masters,Sales,36,Widowed,Female,0.0,0.0,1
85,Some-college,Professional,36,Widowed,Female,0.0,0.0,1
31,Doctorate,Professional,48,Widowed,Female,0.0,0.0,1
28,Some-college,Professional,43,Married,Female,1288.607388935638,0.0,1
73,Bachelors,Blue-collar,42,Widowed,Female,0.0,2310.158537895525,1
84,Doctorate,Professional,47,Widowed,Female,0.0,0.0,1
46,Some-college,Service,19,Married,Female,0.0,0.0,1
26,HS-grad,Professional,43,Widowed,Male,0.0,0.0,1
84,Masters,Professional,42,Separated,Male,0.0,0.0,1
42,HS-grad,Professional,56,Separated,Male,1818.103931793352,0.0,1
59,Assoc,Professional,24,Married,Male,0.0,0.0,1
26,Bachelors,Blue-collar,55,Separated,Female,0.0,0.0,1
57,Masters,Blue-collar,40,Divorced,Male,0.0,0.0,1
42,Bachelors,Sales,44,Widowed,Male,0.0,0.0,1
22,Doctorate,Professional,56,Divorced,Female,0.0,0.0,1
28,Bachelors,White-collar,45,Separated,Male,0.0,0.0,1
76,Bachelors,White-collar,44,Married,Male,0.0,0.0,1
55,HS-grad,Service,42,Married,Male,0.0,0.0,1
89,Assoc,Professional,35,Divorced,Male,0.0,0.0,1
22,Bachelors,Blue-collar,39,Separated,Female,0.0,0.0,1
65,Bachelors,White-collar,32,Widowed,Male,0.0,0.0,1
35,Some-college,White-collar,39,Separated,Male,0.0,0.0,1
87,HS-grad,White-collar,16,Separated,Male,0.0,1282.9909350272449,1
54,Assoc,Professional,44,Married,Male,0.0,0.0,1
77,Bachelors,Blue-collar,38,Never-married,Female,183.64095020912944,0.0,1
65,Masters,Professional,36,Widowed,Female,0.0,0.0,1
45,Bachelors,Blue-collar,42,Widowed,Male,2544.267763380276,0.0,1
86,Bachelors,Professional,25,Married,Female,0.0,0.0,1
57,Masters,Service,59,Separated,Female,0.0,0.0,1
62,Masters,Professional,38,Married,Female,8999.183663752956,0.0,1
79,Some-college,Blue-collar,38,Separated,Female,12369.936753738675,0.0,1
75,HS-grad,Blue-collar,30,Never-married,Male,0.0,0.0,1
84,HS-grad,Service,40,Never-married,Female,0.0,0.0,1
73,HS-grad,White-collar,53,Divorced,Male,0.0,0.0,1
57,Elementary,Blue-collar,50,Separated,Male,0.0,0.0,1
57,HS-grad,White-collar,48,Married,Male,1349.1877171055262,0.0,1
50,HS-grad,Professional,45,Married,Male,1544.831403459988,0.0,1
23,HS-grad,White-collar,36,Married,Male,0.0,0.0,1
36,Masters,Professional,25,Divorced,Male,0.0,0.0,1
57,HS-grad,Other,37,Widowed,Male,0.0,0.0,1
76,Assoc,Professional,37,Married,Male,0.0,0.0,1
76,HS-grad,Sales,50,Never-married,Male,0.0,0.0,1
65,Some-college,Sales,43,Married,Male,1247.7573079435854,0.0,1
58,Bachelors,White-collar,56,Married,Female,0.0,0.0,1
30,Masters,Sales,51,Married,Female,0.0,0.0,1
62,Assoc,Professional,35,Widowed,Female,0.0,0.0,1
70,Bachelors,Sales,22,Married,Male,0.0,0.0,1
59,Assoc,White-collar,53,Widowed,Male,0.0,0.0,1
80,HS-grad,Service,53,Widowed,Male,2154.71131758851,0.0,1
44,Assoc,Blue-collar,26,Divorced,Male,0.0,0.0,1
55,Masters,Other,55,Never-married,Male,0.0,0.0,1
77,HS-grad,Professional,43,Married,Female,0.0,0.0,1
24,Bachelors,White-collar,41,Married,Female,8167.6131380404695,0.0,1
22,HS-grad,Professional,56,Married,Male,5204.417677542631,0.0,1
62,Bachelors,Professional,53,Widowed,Male,0.0,0.0,1
75,Bachelors,Professional,46,Separated,Female,7707.516086578007,0.0,1
48,Bachelors,Sales,44,Never-married,Female,0.0,0.0,1
40,HS-grad,Professional,46,Married,Female,0.0,0.0,1
59,Some-college,White-collar,35,Separated,Male,0.0,0.0,1
27,Bachelors,Blue-collar,39,Separated,Male,4373.718277470163,0.0,1
49,Bachelors,Sales,30,Separated,Male,0.0,0.0,1
70,Masters,White-collar,36,Never-married,Male,0.0,0.0,1
47,Bachelors,White-collar,36,Separated,Female,0.0,0.0,1
56,Bachelors,White-collar,33,Married,Female,0.0,0.0,1
48,Bachelors,Professional,41,Married,Male,0.0,487.0716221759856,1
19,Assoc,Sales,36,Divorced,Female,0.0,0.0,1
29,Some-college,White-collar,45,Widowed,Male,1490.2318371462973,0.0,1
56,HS-grad,Blue-collar,23,Separated,Female,0.0,0.0,1
83,Masters,Blue-collar,38,Widowed,Male,0.0,0.0,1
30,HS-grad,Sales,41,Widowed,Female,0.0,0.0,1
63,Masters,White-collar,36,Widowed,Female,0.0,0.0,1
44,Masters,Professional,38,Widowed,Female,1293.8159520049426,0.0,1
34,Masters,Blue-collar,24,Widowed,Male,45.20728463310241,0.0,1
77,HS-grad,White-collar,43,Married,Female,0.0,0.0,1
81,Bachelors,Professional,46,Never-married,Male,0.0,0.0,1
52,HS-grad,Professional,44,Separated,Male,7593.0099285348415,0.0,1
87,Some-college,Professional,50,Separated,Female,0.0,0.0,1
47,Masters,Blue-collar,42,Married,Male,0.0,0.0,1
88,Some-college,Professional,44,Married,Male,9390.54999760653,0.0,1
80,Elementary,White-collar,41,Widowed,Male,0.0,3756.136812479088,1
45,Bachelors,White-collar,46,Never-married,Male,7311.18375825758,0.0,1
77,Masters,Sales,24,Separated,Female,386.5766311722645,0.0,1
54,Masters,Blue-collar,31,Divorced,Male,0.0,0.0,1
39,Elementary,Blue-collar,55,Married,Female,0.0,0.0,1
85,Elementary,White-collar,15,Divorced,Male,0.0,0.0,1
37,Masters,Professional,38,Separated,Male,0.0,0.0,1
85,Bachelors,White-collar,51,Married,Male,0.0,0.0,1
81,Some-college,Sales,39,Separated,Male,7182.081228744761,0.0,1
34,Bachelors,Sales,35,Married,Male,0.0,836.0952947031521,1
29,Some-college,Sales,41,Separated,Male,0.0,0.0,1
39,Assoc,Professional,36,Divorced,Male,0.0,0.0,1
34,HS-grad,Sales,40,Never-married,Male,0.0,0.0,1
27,Masters,Professional,33,Married,Male,0.0,0.0,1
82,HS-grad,Blue-collar,51,Divorced,Female,0.0,881.0197932169433,1
39,HS-grad,White-collar,54,Separated,Female,0.0,4954.151912201297,1
67,HS-grad,Blue-collar,38,Divorced,Male,0.0,7426.119355025012,0
31,Some-college,Professional,26,Married,Male,0.0,0.0,1
81,Assoc,White-collar,34,Divorced,Male,234.2393871894367,0.0,1
64,Assoc,Blue-collar,38,Separated,Female,0.0,0.0,1
46,Bachelors,Professional,45,Widowed,Female,557.9721179985949,0.0,1
53,Some-college,Blue-collar,29,Never-married,Female,2903.3386799635323,0.0,1
69,Doctorate,Sales,32,Never-married,Male,0.0,0.0,1
24,HS-grad,Sales,45,Widowed,Male,0.0,0.0,1
46,Bachelors,White-collar,49,Married,Female,0.0,0.0,1
28,HS-grad,White-collar,33,Divorced,Male,0.0,0.0,1
50,Assoc,Sales,26,Divorced,Male,0.0,0.0,1
23,Masters,White-collar,72,Widowed,Female,0.0,0.0,1
49,Doctorate,Sales,47,Widowed,Male,3232.720927031395,0.0,1
68,HS-grad,White-collar,37,Separated,Female,0.0,0.0,1
75,Doctorate,Professional,48,Separated,Female,0.0,0.0,1
43,Bachelors,Professional,38,Never-married,Male,0.0,0.0,1
63,HS-grad,Professional,48,Married,Female,0.0,0.0,1
46,Masters,White-collar,41,Married,Male,0.0,0.0,1
21,Bachelors,Blue-collar,40,Widowed,Female,0.0,0.0,1
30,Some-college,Blue-collar,38,Never-married,Male,0.0,0.0,1
56,Bachelors,Professional,25,Never-married,Male,0.0,0.0,1
32,Masters,Service,59,Separated,Male,0.0,4568.134353416721,1
46,HS-grad,White-collar,30,Divorced,Male,8467.322467775224,0.0,1
46,Masters,Service,26,Married,Female,5689.784563328317,0.0,1
49,Bachelors,Blue-collar,37,Never-married,Female,0.0,0.0,1
19,Bachelors,Blue-collar,30,Separated,Male,0.0,0.0,1
64,Assoc,Professional,39,Separated,Male,0.0,0.0,1
39,HS-grad,Professional,46,Separated,Male,0.0,0.0,1
44,Some-college,Professional,49,Divorced,Female,0.0,0.0,1
84,Elementary,Blue-collar,48,Never-married,Female,0.0,0.0,1
73,Bachelors,White-collar,36,Widowed,Male,832.1633535430932,0.0,1
38,HS-grad,Blue-collar,40,Widowed,Female,1281.865328956392,12678.895956487973,1
64,Masters,White-collar,44,Separated,Male,0.0,0.0,1
76,Assoc,Blue-collar,22,Separated,Female,0.0,0.0,1
23,Assoc,Professional,45,Divorced,Male,0.0,0.0,1
36,HS-grad,Professional,25,Separated,Male,0.0,0.0,1
74,Some-college,White-collar,60,Never-married,Male,0.0,0.0,1
86,Bachelors,White-collar,35,Separated,Female,1682.0875084067927,0.0,1
20,Elementary,White-collar,38,Separated,Male,660.0777815961166,0.0,1
18,Assoc,Blue-collar,32,Never-married,Female,0.0,0.0,1
75,Bachelors,Professional,33,Married,Female,1695.8936839685605,0.0,1
55,HS-grad,White-collar,62,Widowed,Male,0.0,0.0,1
32,Bachelors,Blue-collar,49,Separated,Male,0.0,0.0,1
51,HS-grad,Professional,24,Never-married,Male,0.0,0.0,1
78,Some-college,Service,55,Widowed,Female,0.0,0.0,1
52,HS-grad,Other,51,Divorced,Female,0.0,0.0,1
81,Bachelors,Professional,37,Married,Female,0.0,0.0,1
42,HS-grad,White-collar,43,Separated,Female,6520.7736775457615,0.0,1
41,Elementary,White-collar,39,Married,Female,0.0,0.0,1
29,Masters,Blue-collar,59,Separated,Female,0.0,0.0,1
35,HS-grad,Sales,32,Separated,Female,0.0,0.0,1
32,Bachelors,Sales,41,Separated,Male,0.0,0.0,1
44,Elementary,Blue-collar,35,Married,Male,1381.4129382537992,0.0,1
89,Some-college,Professional,25,Divorced,Male,0.0,0.0,1
77,HS-grad,Blue-collar,61,Never-married,Female,0.0,0.0,1
63,Bachelors,Blue-collar,28,Never-married,Male,0.0,0.0,1
34,Bachelors,Sales,42,Divorced,Female,0.0,0.0,1
70,Bachelors,Blue-collar,22,Divorced,Female,0.0,0.0,1
25,Masters,Blue-collar,36,Separated,Female,9019.959315967799,0.0,1
44,Assoc,Professional,44,Separated,Female,0.0,0.0,1
63,HS-grad,White-collar,31,Never-married,Male,0.0,0.0,1
67,Some-college,White-collar,45,Separated,Female,0.0,0.0,1
88,HS-grad,Professional,37,Separated,Male,0.0,0.0,1
20,Doctorate,Service,51,Divorced,Female,0.0,0.0,1
81,Doctorate,Professional,53,Married,Male,0.0,0.0,1
61,Bachelors,Sales,34,Widowed,Female,0.0,0.0,1
70,HS-grad,White-collar,40,Widowed,Female,0.0,0.0,1
41,Masters,Professional,41,Separated,Male,0.0,0.0,1
77,Bachelors,Service,46,Separated,Male,0.0,0.0,1
20,HS-grad,Blue-collar,40,Widowed,Male,0.0,0.0,1
37,HS-grad,White-collar,41,Divorced,Female,0.0,0.0,1
63,Elementary,Professional,37,Widowed,Female,0.0,0.0,1
32,HS-grad,Professional,41,Widowed,Female,0.0,0.0,1
42,Some-college,White-collar,52,Widowed,Male,3169.836787462758,0.0,1
88,HS-grad,White-collar,46,Separated,Male,1949.945615961715,0.0,1
34,Some-college,White-collar,47,Separated,Male,0.0,0.0,1
26,Masters,Service,47,Widowed,Female,0.0,0.0,1
55,Some-college,Sales,38,Separated,Female,0.0,0.0,1
65,HS-grad,Blue-collar,43,Widowed,Male,0.0,0.0,1
77,Masters,Sales,29,Divorced,Female,2658.698230830288,0.0,1
80,Masters,White-collar,52,Separated,Female,6180.7024138256675,4063.724699381367,1
19,HS-grad,Blue-collar,12,Married,Female,0.0,0.0,1
89,Bachelors,White-collar,39,Separated,Male,0.0,0.0,1
28,Bachelors,Blue-collar,51,Divorced,Male,0.0,0.0,1
81,Bachelors,White-collar,26,Divorced,Male,0.0,0.0,1
89,Some-college,Professional,43,Separated,Female,0.0,0.0,1
38,Bachelors,Blue-collar,33,Never-married,Male,0.0,0.0,1
35,Bachelors,Sales,36,Widowed,Male,3636.547657886751,0.0,1
81,Doctorate,Blue-collar,49,Widowed,Female,0.0,2437.2087689398827,1
55,HS-grad,Service,41,Divorced,Female,0.0,0.0,1
49,HS-grad,Professional,19,Separated,Female,0.0,0.0,1
28,Bachelors,White-collar,30,Never-married,Female,0.0,0.0,1
62,Assoc,White-collar,49,Married,Male,0.0,0.0,1
50,Some-college,Sales,44,Widowed,Female,36.52641347074272,0.0,1
58,Some-college,Blue-collar,57,Never-married,Female,12776.034872852988,0.0,1
25,HS-grad,White-collar,56,Widowed,Female,0.0,0.0,1
28,Some-college,Sales,36,Separated,Female,0.0,0.0,1
68,Bachelors,Blue-collar,65,Widowed,Female,0.0,0.0,1
58,Bachelors,Professional,40,Married,Female,0.0,0.0,1
34,Bachelors,Blue-collar,30,Separated,Male,0.0,695.7685324595151,1
63,Masters,Sales,33,Divorced,Male,0.0,0.0,1
49,HS-grad,Service,17,Never-married,Male,0.0,0.0,1
71,HS-grad,White-collar,56,Widowed,Male,0.0,0.0,1
37,Bachelors,Professional,55,Separated,Female,341.37280660589477,0.0,1
50,HS-grad,White-collar,29,Separated,Female,0.0,0.0,1
57,Doctorate,Professional,37,Widowed,Female,0.0,0.0,1
49,HS-grad,Service,40,Divorced,Male,0.0,0.0,1
19,Doctorate,Professional,30,Widowed,Female,0.0,0.0,1
50,Bachelors,Blue-collar,22,Divorced,Female,0.0,0.0,1
47,Some-college,White-collar,37,Widowed,Female,0.0,0.0,1
50,Masters,White-collar,36,Separated,Female,0.0,0.0,1
43,Bachelors,Professional,36,Married,Male,13953.46602425462,6113.38848277513,1
39,Bachelors,Sales,42,Married,Female,142.78356414775553,0.0,1
83,Masters,Sales,54,Separated,Female,0.0,0.0,1
55,Some-college,White-collar,36,Married,Female,0.0,0.0,1
63,HS-grad,Service,41,Divorced,Male,0.0,0.0,1
32,HS-grad,White-collar,47,Separated,Female,0.0,0.0,1
61,Some-college,White-collar,45,Divorced,Female,7369.715195694133,0.0,1
66,Masters,White-collar,33,Separated,Female,0.0,0.0,1
78,HS-grad,Professional,40,Divorced,Female,0.0,0.0,1
84,HS-grad,Service,45,Divorced,Female,0.0,0.0,1
23,Bachelors,White-collar,28,Married,Female,0.0,4185.083254491022,1
26,Masters,Professional,52,Separated,Female,0.0,0.0,1
23,HS-grad,White-collar,54,Widowed,Male,0.0,550.8399007807928,1
49,Elementary,Sales,32,Married,Male,0.0,0.0,1
58,HS-grad,White-collar,41,Divorced,Female,0.0,0.0,1
25,HS-grad,Sales,46,Divorced,Female,0.0,0.0,1
89,Masters,Professional,34,Widowed,Male,3825.0928283671433,0.0,1
67,Assoc,White-collar,44,Widowed,Male,0.0,0.0,1
79,Some-college,Blue-collar,41,Divorced,Male,0.0,0.0,1
79,HS-grad,Professional,25,Widowed,Male,0.0,1343.4073817706135,1
24,Doctorate,Blue-collar,44,Never-married,Female,0.0,145.26108952185274,1
21,Masters,Professional,28,Married,Female,0.0,0.0,1
23,HS-grad,Blue-collar,49,Separated,Female,0.0,0.0,1
75,Bachelors,White-collar,33,Widowed,Female,0.0,0.0,1
39,HS-grad,Sales,38,Widowed,Female,0.0,0.0,1
43,Bachelors,Professional,53,Never-married,Male,3523.3281254061867,6128.401847818439,1
20,Assoc,Professional,44,Separated,Male,0.0,0.0,1
58,HS-grad,Professional,29,Never-married,Male,0.0,0.0,1
77,Assoc,Professional,29,Separated,Male,377.81400937968436,1700.8577097110542,1
31,HS-grad,White-collar,34,Married,Male,0.0,0.0,1
29,Masters,White-collar,43,Widowed,Female,0.0,0.0,1
29,HS-grad,Sales,43,Married,Male,0.0,0.0,1
30,Bachelors,Blue-collar,31,Separated,Male,0.0,0.0,1
42,HS-grad,Sales,28,Widowed,Female,0.0,0.0,1
62,Bachelors,Sales,42,Never-married,Female,0.0,0.0,1
36,Masters,White-collar,38,Divorced,Female,0.0,0.0,1
72,HS-grad,White-collar,61,Never-married,Female,0.0,0.0,1
62,Some-college,White-collar,40,Divorced,Female,1363.9345270759886,0.0,1
25,Bachelors,Blue-collar,58,Never-married,Male,0.0,0.0,1
70,Bachelors,Professional,28,Separated,Female,0.0,562.6063775265247,1
72,HS-grad,Professional,24,Married,Female,0.0,0.0,1
49,Assoc,Sales,28,Divorced,Male,0.0,0.0,1
68,Doctorate,Professional,51,Separated,Male,0.0,0.0,1
61,HS-grad,Blue-collar,57,Married,Female,0.0,691.7506933822975,1
87,HS-grad,Blue-collar,32,Married,Female,7515.204304792735,0.0,1
35,Bachelors,Professional,35,Widowed,Male,0.0,0.0,1
39,Elementary,Professional,28,Widowed,Female,11093.97001595337,7890.784497250904,1
54,Masters,White-collar,21,Widowed,Female,0.0,0.0,1
73,HS-grad,Sales,47,Divorced,Female,0.0,0.0,1
76,Masters,White-collar,42,Divorced,Female,0.0,0.0,1
20,Bachelors,Blue-collar,40,Married,Female,0.0,0.0,1
45,Assoc,Sales,25,Divorced,Male,0.0,0.0,1
52,Bachelors,White-collar,56,Married,Male,3765.745967375574,0.0,1
78,Masters,Professional,34,Separated,Female,0.0,1912.2175641772303,1
71,Bachelors,Blue-collar,45,Never-married,Female,0.0,0.0,1
80,Doctorate,Professional,25,Married,Male,0.0,0.0,1
24,Some-college,Blue-collar,38,Married,Male,2179.6993854970465,0.0,1
66,Masters,White-collar,42,Separated,Male,0.0,0.0,1
48,Masters,Sales,43,Widowed,Female,0.0,0.0,1
75,Some-college,Blue-collar,41,Widowed,Male,309.0749429507543,0.0,1
78,Bachelors,Blue-collar,44,Widowed,Female,0.0,0.0,1
41,HS-grad,White-collar,28,Married,Female,0.0,0.0,1
37,Bachelors,Professional,41,Married,Female,5731.327282859075,0.0,1
54,Elementary,Blue-collar,41,Divorced,Female,0.0,0.0,1
21,HS-grad,White-collar,42,Divorced,Female,0.0,0.0,1
37,Doctorate,Professional,40,Never-married,Male,0.0,0.0,1
77,Masters,Service,27,Never-married,Male,0.0,0.0,1
41,Bachelors,Professional,26,Divorced,Male,0.0,0.0,1
67,Bachelors,Professional,17,Married,Male,1631.7445292154678,1091.8113395537289,1
66,HS-grad,Professional,48,Separated,Female,0.0,0.0,1
68,HS-grad,Sales,48,Divorced,Male,282.9243240645752,0.0,1
53,Bachelors,Sales,48,Married,Male,0.0,0.0,1
83,Bachelors,White-collar,43,Divorced,Male,0.0,0.0,1
51,Some-college,White-collar,18,Widowed,Male,5480.8522982824925,0.0,1
53,Assoc,White-collar,29,Divorced,Male,0.0,0.0,1
23,HS-grad,Sales,41,Widowed,Male,0.0,1385.676303770603,1
56,HS-grad,Professional,41,Married,Female,0.0,0.0,1
59,Bachelors,Service,37,Widowed,Female,0.0,0.0,1
75,Masters,Professional,43,Divorced,Male,0.0,0.0,1
29,Some-college,Other,40,Widowed,Female,0.0,0.0,1
20,Bachelors,Professional,41,Separated,Female,0.0,0.0,1
35,Bachelors,Blue-collar,33,Widowed,Female,0.0,0.0,1
57,Some-college,Professional,49,Widowed,Female,3324.9350664978615,0.0,1
38,Masters,Professional,35,Never-married,Female,0.0,0.0,1
32,Bachelors,Blue-collar,26,Separated,Male,0.0,0.0,1
43,Masters,Blue-collar,32,Married,Female,60.17135974790606,0.0,1
25,HS-grad,White-collar,36,Widowed,Female,587.8630089689117,0.0,1
59,HS-grad,Blue-collar,49,Separated,Male,6006.58050321795,0.0,1
61,Some-college,Sales,39,Married,Female,0.0,0.0,1
31,Some-college,Blue-collar,38,Separated,Female,0.0,0.0,1
19,HS-grad,White-collar,27,Never-married,Male,0.0,0.0,1
54,Assoc,White-collar,47,Married,Female,0.0,207.50156256769094,1
86,HS-grad,White-collar,33,Married,Male,0.0,0.0,1
55,Some-college,White-collar,38,Widowed,Female,0.0,0.0,1
58,HS-grad,Blue-collar,54,Divorced,Female,0.0,0.0,1
79,Some-college,Professional,45,Married,Male,0.0,0.0,1
77,Assoc,Professional,23,Married,Female,0.0,0.0,1
31,Bachelors,Sales,22,Never-married,Male,0.0,0.0,1
19,Assoc,Sales,39,Never-married,Female,328.9436212637455,0.0,1
87,Some-college,Professional,27,Never-married,Female,10048.199407558192,0.0,1
34,Some-college,White-collar,46,Widowed,Female,0.0,0.0,1
45,Bachelors,Service,40,Married,Female,0.0,0.0,1
83,Some-college,Professional,41,Never-married,Male,0.0,155.97229451324404,1
52,Some-college,Sales,32,Never-married,Female,0.0,1796.4485516066372,1
22,HS-grad,Blue-collar,57,Separated,Female,0.0,0.0,1
82,Assoc,White-collar,68,Separated,Male,1864.9383613156501,1434.8962891145782,1
57,Bachelors,Service,37,Never-married,Male,0.0,0.0,1
73,Bachelors,Blue-collar,43,Widowed,Male,0.0,0.0,1
53,HS-grad,White-collar,40,Divorced,Female,0.0,0.0,1
62,Masters,Sales,37,Separated,Male,0.0,889.9296772330722,1
40,Masters,Sales,31,Separated,Male,0.0,0.0,1
64,Bachelors,Sales,29,Married,Male,464.2316752211837,0.0,1
48,Assoc,Blue-collar,28,Married,Male,7130.529709901359,0.0,1
28,Bachelors,White-collar,44,Never-married,Female,0.0,0.0,1
27,Bachelors,White-collar,34,Married,Female,0.0,0.0,1
84,Bachelors,Professional,14,Married,Female,3716.176895815163,0.0,1
31,Masters,Professional,44,Divorced,Male,1831.0299042758127,0.0,1
27,Assoc,Professional,39,Widowed,Male,0.0,0.0,1
18,Masters,Blue-collar,53,Never-married,Male,0.0,0.0,1
22,Some-college,Sales,43,Divorced,Female,0.0,0.0,1
37,Bachelors,Sales,25,Never-married,Male,0.0,0.0,1
25,HS-grad,Sales,17,Widowed,Male,0.0,0.0,1
60,HS-grad,Blue-collar,32,Never-married,Female,0.0,1669.94668549555,1
18,HS-grad,White-collar,33,Married,Female,0.0,0.0,1
74,Bachelors,Blue-collar,49,Widowed,Female,0.0,0.0,1
81,Masters,White-collar,39,Divorced,Female,0.0,0.0,1
45,HS-grad,Service,51,Divorced,Female,0.0,0.0,1
54,Some-college,Sales,26,Separated,Male,0.0,0.0,1
64,HS-grad,White-collar,49,Divorced,Male,0.0,150.90441078727633,1
54,Bachelors,Sales,47,Separated,Male,0.0,0.0,1
66,Masters,White-collar,19,Married,Female,0.0,0.0,1
61,Bachelors,Professional,53,Divorced,Female,0.0,0.0,1
73,Some-college,Sales,40,Widowed,Female,2605.2076584578103,5764.491895329631,1
45,Masters,White-collar,43,Separated,Female,0.0,0.0,1
23,Bachelors,Professional,31,Divorced,Male,0.0,695.4635012152999,1
78,Assoc,Service,52,Married,Male,0.0,0.0,1
37,HS-grad,Sales,28,Widowed,Male,108.22483439467455,0.0,1
19,Bachelors,Blue-collar,48,Widowed,Male,0.0,0.0,1
54,Masters,Sales,48,Married,Male,5433.891005690353,0.0,1
37,HS-grad,White-collar,30,Divorced,Male,0.0,0.0,1
43,Some-college,White-collar,59,Never-married,Male,2276.7471538408226,0.0,1
46,Some-college,Sales,42,Divorced,Male,0.0,0.0,1
18,Elementary,Service,46,Separated,Female,0.0,0.0,0
52,HS-grad,White-collar,24,Separated,Male,0.0,0.0,1
87,HS-grad,Blue-collar,61,Divorced,Male,0.0,0.0,1
76,Some-college,Service,27,Separated,Female,0.0,0.0,1
86,Bachelors,Sales,50,Never-married,Female,0.0,0.0,1
50,HS-grad,Service,30,Never-married,Male,0.0,0.0,1
68,HS-grad,White-collar,33,Widowed,Male,0.0,148.97040496273104,1
29,Bachelors,Service,47,Separated,Female,0.0,0.0,1
